Term,Translation,Status,ReviewedBuildId,Comment
Enemies/painting_dev,"저희는 오랫동안 <sprite name=""PEG"">를 <sprite name=""DULL_PEG"">로 바꾸는 적을 만들고 싶었지만, 너무 강력하거나 너무 답답하거나 지루하지 않도록 주의해야 한다는 것을 알고 있었습니다. 결국 이 전투에서 메커니즘의 밸런스는 상당히 만족스럽게 완성되었습니다.",draft,,
Enemies/painting_lore,성의 복도에는 수많은 초상화가 가득합니다. 대부분은 공격하지 않지만 모두 지켜보고 있습니다.,draft,,
Enemies/painting_name,사악한 초상화 (미니언),draft,,
Enemies/plant_desc,몇 턴마다 약한 독을 퍼붓는 움직이지 않는 적입니다. 미리 지정 공격으로 처치하는 것이 체력을 보존하는 가장 좋은 전략입니다.,draft,,
Enemies/plant_dev,"이들은 게임에 처음으로 추가된 고정된 적, 첫 원거리 적, 처음으로 발사하기 전에 충전하는 적입니다. 이 적들의 도입은 오리지널 프로토타입에 비해 현재 게임에 깊이를 더하는 데 큰 역할을 했습니다.",draft,,
Enemies/plant_lore,"배티가 주 먹잇감이지만, 베놈 배트트랩은 다른 숲 속 생물과 팀을 이루어 방심한 페글린을 잡아먹는 것도 관찰되었습니다.",draft,,
Enemies/plant_name,베놈 배트트랩,draft,,
Enemies/resistance_knight_desc,피뢰침과 거울의 힘을 모두 사용하는 이 기사는 무엇이든 저항할 수 있습니다! 조금만 더 똑똑했다면 누구도 막을 수 없었겠죠.,draft,,
Enemies/resistance_knight_dev,이 적들은 개발하기 가장 어렵고 복잡한 적 중 하나였습니다. 페그보드 전환과 적의 자세 변화 때문에 수많은 버그를 일일이 추적하고 수정해야 했습니다.,draft,,
Enemies/resistance_knight_lore,기사들은 저항 기사에게 무기를 언제 바꿔야 하는지 수없이 알려 주려 했습니다. 하지만 수정의 영향을 받은 뒤로는 예전처럼 잘 기억하지 못합니다.,draft,,
Enemies/resistance_knight_name,저항 기사,draft,,
Enemies/ruins_boss_desc,"유적을 어떤 순서로 노릴지를 두고 의견이 분분하지만, 거의 모든 모험가는 화력을 한곳에 집중해 유적을 하나씩 빠르게 처치하는 편이 낫다고 말합니다.",draft,,
Enemies/ruins_boss_dev,"이 보스의 원래 이름은 단순히 '애니메이션 루인'이었지만, 'QR코드 보스'라는 구어체 별명을 보고 이니셜을 따서 이름을 바꾸게 되었습니다.",draft,,
Enemies/ruins_boss_lore,"이 이상한 장치는 누군가 또는 무언가가 개발한 것처럼 보이지만, 실제로는 라디아 자체의 자연스러운 형성 및 방어 메커니즘입니다.",draft,,
Enemies/ruins_boss_name,비밀구슬 유적,draft,,
Enemies/shade_miniboss_desc,엘드리치 에너지가 물리적으로 구현된 트라이빔 쉐이드는 일반 생명체처럼 해를 줄 수 없습니다. 대신 에너지를 조금씩 분산시키면서 조금씩 깎아내려야 합니다.,draft,,
Enemies/shade_miniboss_dev,"트라이빔 쉐이드는 원래 광산 미니보스로 기획되었지만, 페그가 활성화되면 대미지를 받는 독특한 메커니즘이 게임 후반부 미니보스 수준으로 밸런싱했을 때 재미보다는 답답함이 더 크다고 판단했습니다.",draft,,
Enemies/shade_miniboss_lore,이 쉐이드는 처음부터 광산에 있던 것이 아닙니다. 그 기원은 표면 아래 훨씬 더 깊은 곳에 있습니다. 페글린이 한 번도 없었던 곳입니다.,draft,,
Enemies/shade_miniboss_name,트라이빔 쉐이드,draft,,
Enemies/shield_knight_desc,"방패 기사가 든 큼직한 방패는 여러 공격 유형으로부터 받는 대미지를 줄입니다. 지정 공격이나 관통 공격으로 우회하거나, 페그보드에서 대응하는 <sprite name=""PEG_SHIELDED"">를 부수면 됩니다.",draft,,
Enemies/shield_knight_dev,"기사가 든 방패는 엄밀히 말해 별개의 적으로 취급됩니다. 따라서 자체 체력을 추적할 수 있고, 방패를 든 기사와 별개로 일부 상태 효과가 적용될 수도 있습니다.",draft,,
Enemies/shield_knight_lore,튼튼한 체격과 강한 팔힘을 가진 기사 기사가 방패 기사로 승급합니다. 방패를 깨뜨리는 공격을 한 방에 막아내려면 엄청난 힘이 필요합니다.,draft,,
Enemies/shield_knight_name,방패 기사,draft,,
Enemies/shield_mage_miniboss_desc,"이 다재다능한 마법사는 페그보드에 <sprite name=""PEG_SHIELD"">를 추가하고 이를 이용해 보호막을 생성합니다. 보호막을 너무 많이 쌓게 두면 힘이 과부하되어 적에게 막대한 대미지를 줄 수 있으니 주의하세요.",draft,,
Enemies/shield_mage_miniboss_dev,"방패 마법사가 처음 도입되었을 때, 방패 마법사는 지속적으로 보호막을 획득할 수 있어 공격에만 집중하지 않는 플레이어의 조합을 능가하는 경우가 많았습니다. 방패 폭발 능력은 이러한 소프트락 시나리오를 강력한 공격으로 전환하여 공격에 집중하지 않아도 더 많은 빌드가 전투를 진행할 수 있게 해줍니다.",draft,,
Enemies/shield_mage_miniboss_lore,방패와 마법 모두에서 모범적인 기술을 보여주는 기사 기사들은 수정으로 강화하여 방패 마법사가 될 수 있는 강력한 후보입니다.,draft,,
Enemies/shield_mage_miniboss_name,방패 마법사,draft,,
Enemies/slenderlin_desc,슬렌더린은 자신뿐만 아니라 동행한 공병에게도 근력을 부여합니다. 이 전투의 적들은 강력한 공격을 퍼부을 수 있으니 주의하세요!,draft,,
Enemies/slenderlin_dev,"초기 설계에서는 슬렌더린이 자기 턴마다 돌덩이를 페그보드에 던졌지만, 당시 전투 시스템이 이미 많이 구축된 뒤라 구현하기에는 지나치게 복잡한 발상이었습니다.",draft,,
Enemies/slenderlin_lore,"이 돌연변이 페글린은 기이하게 마른 몸과 갈수록 강력해지는 돌덩이 때문에 마주치는 이들에게 두려움을 줍니다. 원래는 수정의 힘으로 마을을 지키려던 선량한 페글린이었지만, 곧 맹목적인 분노에 사로잡혔다고 합니다.",draft,,
Enemies/slenderlin_name,슬렌더린,draft,,
Enemies/slime_blue_desc,늘 둘째처럼 소외감을 느끼는 파랑 슬라임드롭은 빨강 슬라임드롭보다 강하고 초록 슬라임드롭보다 민첩해지려 애씁니다. 정예 슬라임글롭이 되려고 숲에서 훈련하는 모습을 자주 볼 수 있습니다.,draft,,
Enemies/slime_blue_dev,모든 유색 슬라임 적들은 실제로는 하나의 그레이스케일 스프라이트 시트를 사용합니다. 그런 다음 게임이 실행되는 동안 스프라이트가 다른 색상으로 칠해집니다.,draft,,
Enemies/slime_blue_lore,"다양한 슬라임 적들이 어떻게 각기 다른 색을 띠게 되는지, 왜 그것이 그들의 힘과 밀접한 관련이 있는지는 여전히 논란이 되고 있습니다. 학자들은 그 해답이 슬라임 하이브에 있다고 믿지만, 아직까지 답을 찾지 못했습니다.",draft,,
Enemies/slime_blue_name,파랑 슬라임드롭,draft,,
Enemies/slime_boss_desc,"점액의 달인인 이들의 실력은 페그에 영향을 미치는 방식에서 빛을 발합니다. 이 적의 원거리 및 근접 공격을 받은 <sprite name=""PEG"">는 순식간에 점액으로 뒤덮입니다.",draft,,
Enemies/slime_boss_dev,슬라임 보스는 움직이는 동안 엄밀히 말해 두 턴을 갖습니다. 그래서 감염이나 얽힘 같은 상태 효과도 두 배 빠르게 발동합니다. 저희는 가시덤볼 하나만으로 보스를 완전히 무력화할 수는 없으면서도 얽힘이 이 보스에게 효과를 내도록 적절한 균형점을 찾고자 했습니다.,draft,,
Enemies/slime_boss_lore,"모든 슬라임드롭이 꿈꾸는, 전투로 단련된 슬라임의 궁극적인 형태입니다. 한때 슬라임글롭이었던 이 생물은 부하를 모두 흡수했으며 홀로 싸우기를 좋아합니다.",draft,,
Enemies/slime_boss_name,슬라임 보스,draft,,
Enemies/slime_crystal_desc,수정 슬라임드롭은 수정의 사악한 에너지에 완전히 저항하며 평범한 슬라임드롭과 똑같이 행동하는 듯합니다. 라디아 전역에서 보고된 슬라임드롭 중에서도 손꼽히게 강합니다.,draft,,
Enemies/slime_crystal_dev,반복되는 적 유형은 저희가 가장 좋아하는 JRPG 요소 중 하나이기 때문에 페글린에서도 모든 지역에 등장하는 슬라임드롭 (또는 상자)을 통해 이를 오마주했습니다.,draft,,
Enemies/slime_crystal_lore,"슬라임드롭은 더 진화한 존재처럼 부패하기는 어렵지만, 슬라임드롭의 점액은 수정의 에너지를 전달하는 의외로 좋은 매개체가 될 수 있습니다.",draft,,
Enemies/slime_crystal_name,수정 슬라임드롭,draft,,
Enemies/slime_green_desc,초록 슬라임드롭은 동족 중 가장 약합니다. 뒤에서 점액을 던지고 싶어 하지만 사거리가 짧고 검술이 뛰어나 원거리 공격은 보조 수단으로만 사용합니다.,draft,,
Enemies/slime_green_dev,슬라임드롭은 첫 번째 레벨을 숲으로 결정한 후 프로토타입을 제작하고 게임에 넣은 두 번째 적입니다. 팀에 JRPG 팬이 많았기 때문에 페글린은 이 장르의 대표적인 적을 포함해야 한다고 생각했습니다.,draft,,
Enemies/slime_green_lore,"슬라임드롭은 점액으로 자신을 방어하는 방법을 선천적으로 알고 태어났지만 검을 사용하는 방법은 배워야 합니다. 특히 초록 슬라임드롭은 다른 슬라임드롭보다 싸움을 덜 좋아하며, 점액 덩어리를 주고받는 놀이를 더 좋아합니다.",draft,,
Enemies/slime_green_name,초록 슬라임드롭,draft,,
Enemies/slime_hive_desc,"슬라임 하이브는 적이 근처에 있으면 자신의 체력을 소모해 슬라임드롭 생산을 극대화합니다. 아기 슬라임드롭은 하이브에 적용된 특이한 효과를 그대로 물려받는 것으로 보이며, 이는 방랑하는 모험가에게 매우 유용할 수 있습니다.",draft,,
Enemies/slime_hive_dev,"슬라임 하이브는 여러 면에서 상상의 안료 전투와 닮아 있습니다. 사악한 초상화처럼 날아다니면서도 제자리에 머무르며, 상상의 안료처럼 전장에 적을 소환합니다. 다만 소환 방식에 약간 차이가 있어서, 여전히 많은 커스텀 코드를 따로 짜야 했습니다.",draft,,
Enemies/slime_hive_lore,"슬라임 하이브의 내부 구조는 대부분 여전히 미스터리로 남아 있지만, 최근 슬라임 애호가들의 연구에 따르면 슬라임 하이브 점액은 페그를 변화시키는 화합물을 만드는 데 매우 유용하다고 합니다.",draft,,
Enemies/slime_hive_name,슬라임 하이브,draft,,
Enemies/slime_miniboss_desc,"평균보다 큰 이 슬라임은 당신에게 따질 게 있답니다! 뼈는 없지만 무슨 뜻인지 아시겠죠? 슬라임글롭이 보드에 나타날 때까지 <sprite name=""BOMB"">을 아껴 두면 무사히 빠져나갈 가능성이 더 커집니다.",draft,,
Enemies/slime_miniboss_dev,정예 슬라임글롭은 숲이 확장되고 슬라임 보스가 추가되기 전까지 몇 달 동안 오픈 알파의 유일한 숲 보스로 존재했습니다.,draft,,
Enemies/slime_miniboss_lore,"많은 적을 잡아먹은 슬라임드롭은 덩치와 위험성이 커져 마침내 슬라임글롭이라 불립니다. 커진 몸집을 내세워 함께 싸울 슬라임드롭들을 모으고, 때로는 그들 뒤에 숨기도 합니다.",draft,,
Enemies/slime_miniboss_name,정예 슬라임글롭,draft,,
Enemies/slime_painbow_desc,"처치하면 훔쳐 간 코인 전부와 그보다 더 많은 코인을 현재 페그보드에 돌려놓습니다. 쓰러뜨릴 때 코인을 모을 준비를 하되, 이 적에게 정신이 팔려 다른 적을 놓치지 마세요!",draft,,
Enemies/slime_painbow_dev,"개발팀은 이 적을 만들면서 '지속적인 목표물'이라는 아이디어에 너무 매료된 나머지, 이것을 다른 로그라이크 게임의 핵심 메커니즘으로 어떻게 활용할 수 있을지에 대한 토론까지 벌였습니다...",draft,,
Enemies/slime_painbow_lore,"코인을 너무 자주 뺏겨 어둠과 거래를 해버린 무지개 슬라임드롭의 최종 형태입니다. 강력해진 새로운 모습으로 유망한 모험가들을 미행하며, 슬라임이 할 수 있는 한 최대한 많은 코인을 다시 훔치려 합니다.",draft,,
Enemies/slime_painbow_name,페인보우 슬라임드롭,draft,,
Enemies/slime_rainbow_desc,이 화려한 슬라임드롭은 전투에서 남은 골드를 모아 둡니다. 도망치기 전에 공격하고 처치하면 그 골드를 빼앗을 수 있습니다!,draft,,
Enemies/slime_rainbow_dev,"투명성 상태 효과는 이 적들이 등장했을 때, 특히 미니보스 전투에서 지나친 방해가 되지 않도록 만들었습니다.",draft,,
Enemies/slime_rainbow_lore,"무지개 슬라임드롭은 슬라임 하이브에 슬라임 종류가 완벽하게 섞여 있을 때만 생성됩니다. 이들은 약간의 우월 콤플렉스를 가지고 있으며, 자신이나 '아군'의 안녕에 상관없이 싸우기를 완전히 거부하는 것 같습니다.",draft,,
Enemies/slime_rainbow_name,무지개 슬라임드롭,draft,,
Enemies/slime_red_desc,빨강 슬라임드롭은 숲의 기본 슬라임 중 가장 강합니다. 정예 슬라임글롭의 호위로 자주 뽑히지만 혼자서도 뛰어난 전사입니다.,draft,,
Enemies/slime_red_dev,슬라임드롭에게 검을 준 이유는 원래 프로토타입의 기사 적을 복제했기 때문입니다. 실제로 모든 적에게는 여전히 숨겨진 검 오브젝트가 붙어 있습니다!,draft,,
Enemies/slime_red_lore,"슬라임드롭은 숲으로 너무 멀리 들어간 길 잃은 기사들을 잡아먹어 검을 얻고, 검을 다루는 방법을 배웁니다.",draft,,
Enemies/slime_red_name,빨강 슬라임드롭,draft,,
Enemies/slime_void_desc,이 슬라임드롭이 다가오기 전에 처치해야 합니다. 공허의 힘을 담은 공격이 생명력 자체를 빨아들여 남은 회차 동안 최대 체력을 낮추기 때문입니다!,draft,,
Enemies/slime_void_dev,"이들은 사실 4막 업데이트에서 가장 마지막에 개발된 적입니다. 내부적으로 코어 지역을 일반, 엘리트, 보스 전투로 구성할지, 아니면 엘리트와 보스만 등장시켜 더 위협적으로 만들지 고민했기 때문입니다. 결국 일반 전투를 승리 기념 퍼레이드 겸, 낮은 난이도 환경에서 코어의 최대 체력 감소 대미지를 미리 학습할 수 있는 용도로 포함하기로 결정했습니다.",draft,,
Enemies/slime_void_lore,"이 강력한 슬라임드롭들의 탐욕스러운 식욕은 결국 점점 더 밀도가 높은 물질을 삼키게 만들었고, 급기야 몸속에 블랙홀이 형성되기에 이르렀습니다. 허기를 채우려는 끊임없는 노력에도 불구하고, 내면의 공허를 채울수록 배고픔은 더욱 커져만 갑니다.",draft,,
Enemies/slime_void_name,블랙홀 슬라임드롭,draft,,
Enemies/slobelisk_desc,"이 기괴한 구슬 생명체들은 저마다 고유하고 강력한 효과를 지니고 있으며, 방치할 경우 상황이 빠르게 걷잡을 수 없이 악화됩니다. 이들의 문양에 주의를 기울이면 이번 전투뿐만 아니라 앞으로 기다릴 최종 시련에서 살아남는 데 도움이 될 것입니다.",draft,,
Enemies/slobelisk_dev,저희는 오벨리스구를 닮은 조형물이 다시 등장해 이 미니보스에 대응하는 효과 구슬을 들고 있는 모습을 무척 좋아했습니다. 하지만 처음에는 오벨리스구 무리가 어떻게 공격하게 할지 고민이었죠. 해결책은요? 슬라임으로 만드는 거였습니다. 해결책은 언제나 슬라임입니다.,draft,,
Enemies/slobelisk_lore,오랫동안 떠돈 블랙홀 슬라임드롭은 오벨리스구에 깃든 대지의 힘이 내면의 공허를 억제해 준다는 사실을 발견하기도 합니다. 이 연결이 형성되면 특정 행성의 지맥에 동화되어 독특하고 비범한 힘을 발휘합니다.,draft,,
Enemies/slobelisk_name,슬로벨리스크,draft,,
Enemies/spider_forest_desc,이 거대한 거미는 끈적끈적한 거미줄에 먹이를 가두고 거미줄을 쏴 끊임없이 먹이를 공격합니다. 거미줄에 걸리지 않게 빠르게 처치하세요!,draft,,
Enemies/spider_forest_dev,"이 거미들은 비밀구슬 유적 보스와 가장 비슷합니다. 둘은 다른 적과 별개로 움직이고, 비행 상태와 지상 상태를 오가는 특수 이동 코드를 공유합니다.",draft,,
Enemies/spider_forest_lore,웨버는 일생의 대부분을 숲의 높은 나무 꼭대기에서 살다가 먹이의 움직임을 감지할 때만 내려옵니다. 내려온 후에도 계속 긴장을 늦추지 않고 포식자와 먹이를 속이기 위해 거미줄의 높이를 자주 바꿉니다.,draft,,
Enemies/spider_forest_name,웨버,draft,,
Enemies/spider_mines_desc,"행성의 핵 가까이에서는 어떤 생물에게든 기이한 일이 일어나며, 틈새 웨버도 예외가 아닙니다. 돌연변이로 숲의 웨버보다 거미줄을 3배나 많이 만들어 냅니다.",draft,,
Enemies/spider_mines_dev,"구슬이 페그보드에 슬라임을 붙일 때 사용하는 시스템은 적도 사용합니다. 거미줄, 슬라임 보스 슬라임, 심지어 테사우로수스의 불 페그도 모두 적만 추가할 수 있는 '슬라임'의 일종입니다.",draft,,
Enemies/spider_mines_lore,"이 거미류는 실제로 무언가를 먹는 것이 목격된 적이 없으며, 광산 수정에서 생계를 유지하고 단순히 지나가는 페글린을 공격하며 오락을 즐기는 것으로 여겨집니다.",draft,,
Enemies/spider_mines_name,틈새 웨버,draft,,
Enemies/spirit_of_radia_desc,매우 강력하지만 무적은 아닙니다. 구슬 주시자의 다양한 효과와 공격은 필요할 때 관련 효과 페그와 상호작용하여 완화할 수 있습니다. 또한 구슬 주시자를 직접 공격하여 추가 대미지를 줄 수도 있습니다!,draft,,
Enemies/spirit_of_radia_dev,이 보스를 만드는 과정은 모든 것을 조금씩 다 하면서도 너무 혼란스럽거나 압도적이지 않게 느끼도록 조절하는 미세한 균형의 연속이었습니다. 구슬 주시자는 게임 내 다른 모든 보스를 합친 것보다 더 많은 반복 수정과 테스트를 거쳤습니다.,draft,,
Enemies/spirit_of_radia_lore,"구슬 주시자는 영겁의 시간 동안 라디아의 코어에 갇힌 채, 오직 관찰만 할 뿐 결코 간섭할 수 없는 운명에 처해 있었습니다. 수많은 세월이 흐른 뒤, 구슬 주시자는 마침내 제약을 깨는 법을 터득했고, 세상에 조금이라도 영향을 미치기 위해 스스로 거대한 어둠의 근원이 되었습니다.",draft,,
Enemies/spirit_of_radia_name,라디아의 구슬 주시자,draft,,
Enemies/sporeshroom_desc,광산이 오염되면서 평범한 곰팡이가 지각 있는 괴물로 변했습니다. 움직이지 못하지만 포자를 사용하여 적을 공격하거나 지나가는 아군을 치유하고 강화할 수 있습니다.,draft,,
Enemies/sporeshroom_dev,"처음 포자버섯은 공격하지 않고 지나가는 적에게만 버프를 주었지만, 플레이 테스트를 통해 전투가 거의 항상 포자버섯을 처리하기 위해 몇 발 더 쏘는 것으로 끝났고 이후 포자버섯이 스스로 싸우는 능력을 얻었을 때 더 흥미로워진다는 것을 알게 되었습니다.",draft,,
Enemies/sporeshroom_lore,포자버섯은 먹히거나 그보다 더한 일을 당하지 않으려고 광산의 여러 생물과 필사적으로 동맹을 맺었습니다.,draft,,
Enemies/sporeshroom_name,포자버섯,draft,,
Enemies/stump_desc,걸어 다니는 벽인 스텀피 스텀프는 다른 숲의 적이라면 벌벌 떨 공격도 막아 냅니다. 쓰러져도 공격을 막을 수 있는 평범한 그루터기로 돌아갑니다.,draft,,
Enemies/stump_dev,스텀피 스텀프가 남긴 일반 그루터기는 게임 전체에서 자동으로 공격 표적이 되지 않는 유일한 적 중 하나입니다. 플레이어가 더 위험한 적이 뒤에 있는데도 실수로 그루터기를 조준하는 일이 없도록 하기 위해서입니다!,draft,,
Enemies/stump_lore,"이 그루터기들은 숲을 터벅터벅 돌아다니며 식물과 야생동물을 퍼뜨리기에, 모든 숲 생태계에서 중요한 역할을 합니다.",draft,,
Enemies/stump_miniboss_desc,이 움직이는 작은 생태계는 걸어 다닐 때도 쓰러졌을 때도 위협적입니다. 안에 사는 생물들을 너무 많이 상대하지 않도록 가능한 한 동시에 넘어뜨리세요.,draft,,
Enemies/stump_miniboss_dev,"숲 미니보스 가운데 비교적 늦게 추가된 적으로, 적 자체가 개발되기도 전에 이 백과사전 정보부터 작성되는 보기 드문 영예를 누렸습니다.",draft,,
Enemies/stump_miniboss_lore,이 숲의 거인들은 완전히 자라는 데 수백 년이 걸립니다. 한 번 잠들면 20년 넘게 잔다는 소문이 있습니다.,draft,,
Enemies/stump_miniboss_name,쿵쿵 스톰프,draft,,
Enemies/stump_name,스텀피 스텀프,draft,,
Enemies/super_sapper_desc,"페그보드 가리기 능력을 익히고 <sprite name=""BOMB"">으로 가득 채운 적입니다! 미니언을 막는 데는 유용하지만, <sprite name=""RIGGED_BOMB"">을 너무 많이 터뜨려 적의 공격을 강화하는 건 주의해야 합니다.",draft,,
Enemies/super_sapper_dev,"플레이어들 사이에서 그다지 사랑받지는 못하고 많은 오류와 모호한 버그의 원인이지만, 이 페그보드의 기믹 덕분에 공병 대장은 개발팀이 가장 좋아하는 전투 중 하나가 되었습니다.",draft,,
Enemies/super_sapper_lore,광산 전투에서 폭탄을 너무 많이 사용하고 수정 파편을 너무 많이 발굴한 페글린은 결국 수정의 유혹에 굴복할 수 있다고 합니다. 이것이 공병 대장이 되기 위한 긴 여정의 시작입니다.,draft,,
Enemies/super_sapper_name,공병 대장,draft,,
Enemies/turned_man_desc,이 불쌍한 돌연변이 생명체는 신체의 기본 기능을 재학습하는 과정에 있습니다. 중력을 조작하는 능력은 현재의 신체적 결함에도 불구하고 여전히 위협적인 존재라는 것을 의미합니다.,draft,,
Enemies/turned_man_dev,흔히 알려진 것과 달리 변한 기사의 그림에서 늘어진 붉은 부분은 머리카락이 아니라 망토입니다. 하지만 이제는 저희도 머리카락이라는 인기 있는 해석을 받아들이게 되었습니다.,draft,,
Enemies/turned_man_lore,"구슬을 위로 쏘는 전투 콘셉트는 원래 테사우로수스를 위해 기획되었습니다. 전투 구역 위에 페그보드를 놓고, 키가 더 큰 테사우로수스가 공기를 들이마셔 구슬을 위로 끌어올리는 방식이었습니다.",draft,,
Enemies/turned_man_name,변한 기사,draft,,
Enemies/weak_knight_desc,"이 기사들은 적을 공격하는 과정에서 스스로 기절할 정도로 강력한 펀치를 날릴 수 있지만, 낮은 체력과 직업적 위험 때문에 공격 기회를 거의 얻지 못합니다.",draft,,
Enemies/weak_knight_dev,"원래 발리스타 민병대는 기사 기사들을 미니언으로 생성했습니다. 하지만 전투를 군중 제어보다 지정 공격에 더 집중시키려면, 폭탄과 발리스타 공격으로 더 쉽게 처치할 수 있는 약한 버전이 필요했습니다.",draft,,
Enemies/weak_knight_lore,힘든 일이지만 누군가는 해야만 하는 일이죠. 성의 모험가들이 슬라임에 미끄러지거나 벽돌 먼지에 눈을 다치지 않는 이유는 바로 이 숨은 영웅들 덕분입니다. 대부분은 언젠가 정식으로 발리스타 민병대에 입대하는 꿈을 꿉니다.,draft,,
Enemies/weak_knight_name,성 청소부 (미니언),draft,,
Enemies/worm_ranged_desc,"이 사악한 생명체는 멀리서부터 가차없이 플레이어를 공격하므로, 큰 대미지를 입지 않으려면 빨리 쓰러뜨리는 것이 가장 좋습니다. 그럼에도 불구하고 많은 모험가들은 이빨을 사용하지 않는 것에 감사하고 있습니다!",draft,,
Enemies/worm_ranged_dev,"거대 라디아벌레의 그림은 페글린 한 회차에서 의도한 분위기를 가장 잘 보여 줍니다. 처음에는 귀엽고 통통 튀지만, 이빨이 드러나면 살짝 섬뜩해지죠!",draft,,
Enemies/worm_ranged_lore,평범한 라디아벌레는 굴을 파며 수정 조각을 먹고 계속 자랍니다. 마침내 거대해지면 움직이는 먹이에만 관심을 보입니다.,draft,,
Enemies/worm_ranged_name,거대 라디아벌레,draft,,
