Term,Translation,Status,ReviewedBuildId,Comment
Dialogue System/Conversation/Scenario.General.RemoveOrUpgradeStones/Entry/01/Dialogue Text,"바로 앞에 있는 라디아의 구체를 발견합니다. 가만히 귀를 기울이면 대지의 에너지가 윙윙거리는 소리가 들리고, 이 힘을 사용할 수 있다는 느낌이 듭니다.",draft,,
Dialogue System/Conversation/Scenario.General.RemoveOrUpgradeStones/Entry/02/Dialogue Text,에너지 받아들이기 (<style=dmg_bonus>모든 펩볼 업그레이드</style>),draft,,
Dialogue System/Conversation/Scenario.General.RemoveOrUpgradeStones/Entry/03/Dialogue Text,구체에 구슬 넣기 (<style=damage>구슬 제거하기</style>),draft,,
Dialogue System/Conversation/Scenario.General.RemoveOrUpgradeStones/Entry/04/Dialogue Text,구체는 <style=loseOrb>[var=chosenOrb]</style>를 받아들이고 윙윙거리는 소리가 멈췄습니다.,draft,,
Dialogue System/Conversation/Scenario.General.RemoveOrUpgradeStones/Entry/05/Dialogue Text,대지의 에너지가 당신과 가방에 스며듭니다. 대지와 한층 깊이 이어지고 더욱 강해진 구슬을 지닌 채 다시 길을 나섭니다.,draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/01/Dialogue Text,"""네가 원하느으은 게 뭐지이이?""",draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/02/Dialogue Text,구슬 하나 업그레이드하기 <style=damage>(체력 -[var=hag_dmg])</style>,draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/03/Dialogue Text,구슬 하나 제거하기 <style=damage>(체력 -[var=hag_dmg2])</style>,draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/04/Dialogue Text,필요 없어요!,draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/05/Dialogue Text,"""그렇게 해 주지이이.""
<style=damage>치른 대가</style>가 달갑지는 않지만, [var=chosenOrb]은 확실히 [var=upgradedOrb]로 업그레이드되었습니다.",draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/07/Dialogue Text,"""그렇게 해 주지이이.""
<style=damage>치른 대가</style>가 달갑지는 않지만, [var=chosenOrb]이 사라져 가방은 한결 가벼워졌습니다.",draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/08/Dialogue Text,"당신은 가던 길에 <style=peglin>해글린</style>으로 보이는 것이 미동도 하지 않은 채로 서 있는 것을 발견합니다. 어쩐지 으스스한 기분이 들긴 하지만, 평소와 다름없이 같은 도움을 제공하는 듯하네요...",draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/09/Dialogue Text,"""아아, 우리이이 중 하나로군. 뭘 원하지이이?""",draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/10/Dialogue Text,구슬 하나 업그레이드하기,draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/11/Dialogue Text,구슬 하나 제거하기,draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/12/Dialogue Text,"""그렇게 해 주지이이.""
[var=chosenOrb]이 [var=upgradedOrb]로 업그레이드되었습니다.",draft,,
Dialogue System/Conversation/Scenario.General.ScaryHaglin/Entry/13/Dialogue Text,"""그렇게 해 주지이이.""
[var=chosenOrb]이 사라져 가방이 한결 가벼워졌습니다.",draft,,
Dialogue System/Conversation/Scenario.General.SecretTunnel/Entry/01/Dialogue Text,당신은 복도 벽에 손을 대고 걷다가 작은 통로로 이어지는 입구를 발견합니다.,draft,,
Dialogue System/Conversation/Scenario.General.SecretTunnel/Entry/02/Dialogue Text,통로 속으로 들어가기 <style=objectOfInterest>(??? 이동)</style>,draft,,
Dialogue System/Conversation/Scenario.General.SecretTunnel/Entry/03/Dialogue Text,계속 가기,draft,,
Dialogue System/Conversation/Scenario.General.Vampire/Entry/01/Dialogue Text,"<color=#666666>그림자 속</color>에 숨어 있는 길쭉한 형체를 간신히 알아봅니다...
머릿속에서 이상할 만큼 매혹적인 목소리가 들립니다.
""힘을 갈망하느냐, 작은 <style=peglin>페글린</style>아? 거래하지 않겠니?""",draft,,
Dialogue System/Conversation/Scenario.General.Vampire/Entry/02/Dialogue Text,"거래 받아들이기 (<style=damage>최대 체력 -[var=halfMaxHealth]</style>, <style=objectOfInterest>+ 특별한 유물 획득</style>)",draft,,
Dialogue System/Conversation/Scenario.General.Vampire/Entry/03/Dialogue Text,"낮은 웃음소리와 함께 그림자 속에서 긴 팔이 뻗어 나와 다듬지 않은 보석을 건넵니다. 갑작스러운 현기증에 시야 가장자리로 별이 아른거리지만, <style=objectOfInterest>엄청난 새 힘</style>과 새로운 <shake>허기</shake>가 분명히 느껴집니다...",draft,,
Dialogue System/Conversation/Scenario.General.Vampire/Entry/05/Dialogue Text,도망가기!,draft,,
Dialogue System/Conversation/Scenario.General.Vampire/Entry/08/Dialogue Text,"형체는 뒤쫓을 기색조차 보이지 않고, 당신은 몇 초 만에 빈터를 빠져나옵니다. 하지만 몸에 밴 한기는 한참이 지나서야 가십니다...",draft,,
Dialogue System/Conversation/Scenario.General.Vampire/Entry/09/Dialogue Text,계속하기,draft,,
Dialogue System/Conversation/Scenario.General.Waterfall/Entry/01/Dialogue Text,길을 살짝 벗어난 곳에서 {vertexp}<style=water>폭포{/vertexp}</style>를 발견합니다. 그 뒤에는 어떤 비밀이 숨겨져 있을까요?,draft,,
Dialogue System/Conversation/Scenario.General.Waterfall/Entry/02/Dialogue Text,<style=water>폭포</style> 뒤를 확인하기,draft,,
Dialogue System/Conversation/Scenario.General.Waterfall/Entry/03/Dialogue Text,당신은 폭포 뒤에서 <style=objectOfInterest>숨겨진 보물</style>을 발견합니다!,draft,,
Dialogue System/Conversation/Scenario.General.Waterfall/Entry/04/Dialogue Text,"폭포 뒤에는 아무것도 없었고, 당신이 폭포 속에서 나오자 <style=damage>강한 몬스터</style>가 당신을 기다리고 있었습니다!",draft,,
Dialogue System/Conversation/Scenario.General.Waterfall/Entry/05/Dialogue Text,무시하고 계속 가기,draft,,
Dialogue System/Conversation/Scenario.General.Waterfall/Entry/06/Dialogue Text,<style=damage>싸우기!</style>,draft,,
Dialogue System/Conversation/Scenario.HaglinScouting/Entry/01/Dialogue Text,"""어떻게 도와줄까?""",draft,,
Dialogue System/Conversation/Scenario.HaglinScouting/Entry/02/Dialogue Text,구슬 하나 업그레이드하기,draft,,
Dialogue System/Conversation/Scenario.HaglinScouting/Entry/03/Dialogue Text,구슬 하나 제거하기,draft,,
Dialogue System/Conversation/Scenario.HaglinScouting/Entry/04/Dialogue Text,필요 없어요!,draft,,
Dialogue System/Conversation/Scenario.HaglinScouting/Entry/05/Dialogue Text,"해글린은 <style=loseOrb>[var=chosenOrb]</style>을 받아 자기 가방에 던져 넣고는 새 <style=upgradeOrb>[var=upgradedOrb]</style>을 꺼냅니다. 구슬을 업그레이드한 게 아니라 그저 바꿔치기한 듯한 의심이 들지만, 어느 쪽이든 감탄스럽습니다!",draft,,
Dialogue System/Conversation/Scenario.HaglinScouting/Entry/07/Dialogue Text,"""오, 새로운 수집품이라니!"" 해글린은 당신의 <style=loseOrb>[var=chosenOrb]</style> 하나를 가져가며 신난 듯이 말합니다. 당신은 해글린이 얼마나 많은 구슬을 모은 걸지 궁금해합니다...",draft,,
Dialogue System/Conversation/Scenario.HaglinScouting/Entry/08/Dialogue Text,"주변을 유심히 살피는 <style=peglin>다른 페글린</style>을 발견합니다.
""안녕! 난 해글린이야... 전에 만난 적 있던가? 아직 여기에 가게를 차리진 못했지만, 그동안 무료 샘플 하나 정도는 줄 수 있어!""",draft,,
Dialogue System/Conversation/Scenario.Inferno/Entry/01/Dialogue Text,난데없이 <shake><style=fire>지옥불</style></shake>이 타올라 당신을 원형으로 에워쌉니다. 불의 고리 한가운데에서는 <style=fire>화염구</style> 두 개가 <bounce>튀어 오르며</bounce> 서로의 주위를 <wave>맴돌고</wave> 있습니다.,draft,,
Dialogue System/Conversation/Scenario.Inferno/Entry/02/Dialogue Text,"화염구 잡기 (<style=fire>화염구 +2,</style> <style=damage>[var=fireball_take_dmg] 대미지 받기</style>)",draft,,
Dialogue System/Conversation/Scenario.Inferno/Entry/03/Dialogue Text,"<style=fire>화염구</style>를 움켜쥔 순간, 예상대로 <style=damage>몹시 뜨겁습니다</style>. 하지만 에너지가 몸을 타고 흐르자 이내 식어 가방에 안전하게 넣을 수 있게 됩니다. 손은 상했지만 <style=fire>불의 고리</style>가 잦아들어 다시 길을 나설 수 있습니다.",draft,,
Dialogue System/Conversation/Scenario.Inferno/Entry/04/Dialogue Text,불길 속으로 돌진하기 (<style=damage>[var=fireball_leave_dmg] 대미지 받기</style>),draft,,
Dialogue System/Conversation/Scenario.Inferno/Entry/05/Dialogue Text,"당신은 용감하게도 <style=fire>불길</style>을 뚫고 갑니다! <style=damage>약간의 화상</style>을 입긴 했지만, 크게 다친 것 같진 않습니다.",draft,,
Dialogue System/Conversation/Scenario.Inferno/Entry/06/Dialogue Text,"힘 끌어내기 (<style=heal2>구슬 제거</style>, <style=damage>[var=fireball_remove_dmg] 대미지 받기</style>)",draft,,
Dialogue System/Conversation/Scenario.Inferno/Entry/07/Dialogue Text,주변에서 <shake><style=fire>지옥불</style></shake>이 계속해서 맹렬하게 타오릅니다.,draft,,
Dialogue System/Conversation/Scenario.Inferno/Entry/08/Dialogue Text,"가방에서 구슬 하나를 꺼내 엄청난 힘을 들여 (그리고 <style=damage>손가락을 조금 그슬려 가며</style>) <style=fire>화염구</style> 사이에 끼워 넣습니다. 구슬들은 통쾌한 <incr><style=fire>펑!</style></incr> 소리와 함께 안으로 폭발하고, <style=fire>불의 장벽</style>이 잦아들어 다시 길을 나설 수 있습니다.",draft,,
Dialogue System/Conversation/Scenario.Mines.ForestPortal/Entry/01/Dialogue Text,복도 벽이 <wiggle>찢어지며</wiggle> 당신의 세계와 아주 닮은 여러 세계가 드러납니다. 나아갈수록 균열은 커지고 그 너머로 수많은 몬스터가 보입니다. 복도 끝의 페글린만 한 균열 너머에는 <style=damage>숲의 보스</style>가 있습니다.,draft,,
Dialogue System/Conversation/Scenario.Mines.ForestPortal/Entry/02/Dialogue Text,균열로 들어가기,draft,,
Dialogue System/Conversation/Scenario.Mines.ForestPortal/Entry/03/Dialogue Text,도망치기!,draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/01/Dialogue Text,"광산 터널을 탐험하다가 잠들어 있는 <style=stone>거대 벽돌 슬라임박스</style>를 발견했습니다! 펄쩍 뛰어올라 위협을 가하기에는 너무 커 보여서, 깨워서 인사를 건네볼까 고민합니다.",draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/03/Dialogue Text,거대 슬라임박스에게 인사하기,draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/04/Dialogue Text,몰래 빠져나가기,draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/05/Dialogue Text,"""오오오오 안녕하세요. <style=damage>잔뜩 화가 나서</style> <style=crystal>수정</style>으로 뒤덮여 있는 게 아니라면, 이 근처에서 당신 같은 분을 보기는 쉽지 않은데 말이죠! 제 동족들이 너무 골치 아프게 굴진 않았기를 바랍니다... 그 친구들이 가끔 주변을 쿵쾅거리며 <bounce>짓밟는</bounce> 것에 너무 심취하거든요!""",draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/07/Dialogue Text,당신은 잠든 슬라임박스를 피해 무사히 빠져나옵니다.,draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/08/Dialogue Text,계속 가기,draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/09/Dialogue Text,"""아, <style=objectOfInterest>돌팔매</style>를 가지고 계시군요... 돌 감정가를 만나는 건 언제나 즐거운 일이죠! 관심 있으시다면 특별한 선물이 있습니다.""",draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/10/Dialogue Text,선물 살펴보기 (<style=objectOfInterest>+ 특별한 유물</style>),draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/11/Dialogue Text,"""제 낡은 벽돌이 절 속이는 게 아니라면, 당신은 <style=stone>펩볼</style>을 꽤 많이 가지고 계신 것 같군요... 생각이 있으시다면, 제 부피를 조금 줄이면서도 당신의 장비를 더 강하게 할 수 있을 겁니다!""",draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/12/Dialogue Text,"""완벽해요, 감사합니다... 이 늙은 뼈대에 박힌 <style=stone>돌</style>을 조금 덜어 내라는 게 슬라임 의사 선생님의 처방이었거든요. 이제 성으로 돌아갈 수 있을 정도로 몸이 가벼워진 것 같네요, 아마도... 낮잠을 조금만 자고 나면요...""",draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/13/Dialogue Text,거대 슬라임박스에게 <style=loseOrb>[var=randomOrb0]</style>와 <style=loseOrb>[var=randomOrb1]</style>를 강제로 먹이기,draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/14/Dialogue Text,제안 수락하기 (<style=heal2>모든 펩볼을 돌덩이로 변환</style>),draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/15/Dialogue Text,떠나기,draft,,
Dialogue System/Conversation/Scenario.Mines.GiantBrickSlime/Entry/16/Dialogue Text,"""읍... 으으, 세상에나! 도대체 왜 그러신 거예요! 모험가들의 펩볼을 주워 먹다가 애초에 이 사단이 난 거란 말이에요. 으으으... 이제 난 여기서 영영 못 나갈 거야...""",draft,,
Dialogue System/Conversation/Scenario.Mines.Minecart/Entry/01/Dialogue Text,"철도를 따라 걷는 도중, 당신의 뒤쪽에서 덜컹거리는 소리가 점점 커지면서 다가옵니다. 뒤를 돌아보니, 뭔가가 가득 찬 광산차가 달려오고 있습니다!",draft,,
Dialogue System/Conversation/Scenario.Mines.Minecart/Entry/02/Dialogue Text,받아내기 <style=damage>(체력 -[var=brace_dmg])</style>,draft,,
Dialogue System/Conversation/Scenario.Mines.Minecart/Entry/03/Dialogue Text,광산차는 충격에 대비하고 있던 당신을 돌 벽으로 날려버리고는 갈 길을 가버립니다. 이제부터 철도는 피하는 게 좋을 것 같네요...,draft,,
Dialogue System/Conversation/Scenario.Mines.Minecart/Entry/04/Dialogue Text,피하려고 시도하기 <style=damage>(최대 체력 -[var=dodge_dmg])</style>,draft,,
Dialogue System/Conversation/Scenario.Mines.Minecart/Entry/05/Dialogue Text,간신히 몸을 날려 피하지만 착지하면서 발목을 삡니다. 달갑지는 않아도 계속 갈 수는 있습니다.,draft,,
Dialogue System/Conversation/Scenario.Mines.Minecart/Entry/06/Dialogue Text,"올라타기! (<style=stone>+[var=ride_stones] 펩볼</style>, <style=damage>무작위 이동</style>)",draft,,
Dialogue System/Conversation/Scenario.Mines.Minecart/Entry/07/Dialogue Text,"힘껏 뛰어올라 광산차에 무사히 착지합니다! <style=stone>펩볼 몇 개</style>가 가방에 굴러 들어오는 건 피할 수 없고, 어디로 가는지도 전혀 알 수 없습니다!",draft,,
Dialogue System/Conversation/Scenario.Mines.MirrorTunnel/Entry/01/Dialogue Text,이 구간의 터널 벽은 깨진 거울처럼 빛을 반사하며 <shake>조각나</shake> 있습니다. 거울 속 여러 <style=peglin>페글린</style>이 손에 각기 다른 구슬을 든 모습이 언뜻 보입니다. 손에 닿을 듯 말 듯한데... 정말 그럴까요?,draft,,
Dialogue System/Conversation/Scenario.Mines.MirrorTunnel/Entry/02/Dialogue Text,<style=peglin>페글린</style>들을 따라 하기 <style=objectOfInterest>(보유 구슬의 절반을 무작위로 제거)</style>,draft,,
Dialogue System/Conversation/Scenario.Mines.MirrorTunnel/Entry/03/Dialogue Text,가장 가까이 있는 구슬 가져가기 <style=heal>(+구슬)</style>,draft,,
Dialogue System/Conversation/Scenario.Mines.MirrorTunnel/Entry/04/Dialogue Text,"양손에 구슬을 들고 내밀어 <style=peglin>페글린</style>들을 흉내 냅니다. 셀 수 없이 많은 구슬을 셀 수 없이 내밀고, <style=peglin>다른 페글린</style>들이 거울 너머로 손을 뻗어 제물을 받았던 '기억'이 머릿속에 밀려듭니다.
머릿속은 훨씬 무거워졌지만 가방은 훨씬 가벼워졌습니다.",draft,,
Dialogue System/Conversation/Scenario.Mines.MirrorTunnel/Entry/06/Dialogue Text,"당신이 가장 가까운 구슬을 집자 눈앞에서 구슬의 모양이 바뀝니다. 구슬을 회수하자 거울은 흐릿해졌지만, <style=objectOfInterest>비치구</style>는 계속 신비하게 모양이 변합니다.",draft,,
Dialogue System/Conversation/Scenario.MysteriousAltar/Entry/01/Dialogue Text,"당신은 <color=white>신비로운 제단</color>을 우연히 발견합니다. 이끌리듯 다가가자, 자신이 제물로 바칠 구슬을 양손에 하나씩 내밀고 있음을 깨닫습니다.",draft,,
Dialogue System/Conversation/Scenario.MysteriousAltar/Entry/02/Dialogue Text,<style=loseOrb>[var=randomOrb0]</style> 올려놓기,draft,,
Dialogue System/Conversation/Scenario.MysteriousAltar/Entry/03/Dialogue Text,<style=loseOrb>[var=randomOrb1]</style> 올려놓기,draft,,
Dialogue System/Conversation/Scenario.MysteriousAltar/Entry/04/Dialogue Text,"<style=loseOrb>[var=lostOrb]</style>을 제단에 올려놓으려 하자 단단한 돌판 속으로 그대로 가라앉습니다. 제물이 사라지는 순간 다른 손이 따뜻해지고, <style=upgradeOrb>[var=upgradedOrb]이 이제 레벨 [var=upgradedLevel]이 되었음</style>을 깨닫습니다.",draft,,
Dialogue System/Conversation/Scenario.ShinyOre/Entry/01/Dialogue Text,어두운 복도를 따라 걷던 중 반짝이는 빛이 시선을 사로잡습니다. 당신의 <style=peglin>작은 페글린 손</style>이 자신도 모르게 튀어나가더니 본능적으로 그것을 가방에 쑤셔 넣습니다. 자세히 살펴보니 <style=crystal>돌멩이? 레벨 1</style>을 발견한 것 같습니다.,draft,,
Dialogue System/Conversation/Scenario.ShinyOre/Entry/02/Dialogue Text,계속 가기,draft,,
Dialogue System/Conversation/Scenario.SlimyPath/Entry/01/Dialogue Text,"유난히 <style=slime>미끈거리는</style> 빈터에 도착합니다. 조심조심 나아가지만 결국 <shake>발을 헛디디고 맙니다.</shake>

구슬 세 개가 점액에 빠졌는데 손은 두 개뿐입니다. 어느 구슬을 <style=slime>점액질 심연</style> 속으로 <style=loseOrb>가라앉게 둘</style>까요?",draft,,
Dialogue System/Conversation/Scenario.SlimyPath/Entry/02/Dialogue Text,<style=loseOrb>[var=randomOrb0]</style>를 포기하기,draft,,
Dialogue System/Conversation/Scenario.SlimyPath/Entry/03/Dialogue Text,<style=loseOrb>[var=randomOrb1]</style>를 포기하기,draft,,
Dialogue System/Conversation/Scenario.SlimyPath/Entry/04/Dialogue Text,<style=loseOrb>[var=randomOrb2]</style>를 포기하기,draft,,
Dialogue System/Conversation/Scenario.SlimyPath/Entry/05/Dialogue Text,당신은 본능적으로 손을 뻗어 양손에 구슬을 잡습니다. 하지만 점액 속으로 가라앉는 <style=loseOrb>[var=lostOrb]</style>만은 지켜볼 수밖에 없었습니다.,draft,,
Dialogue System/Conversation/Scenario.SunnyClearing/Entry/01/Dialogue Text,당신은 햇살이 밝게 비치는 숲속 빈터에 도착했습니다.,draft,,
Dialogue System/Conversation/Scenario.SunnyClearing/Entry/02/Dialogue Text,"잠시 쉬기 (<style=heal>체력 +15</style>,<style=damage>???</style>)",draft,,
Dialogue System/Conversation/Scenario.SunnyClearing/Entry/03/Dialogue Text,햇살이 얼굴에 비치는 평화로운 시간을 보내니 상쾌해진 기분입니다. 당신은 더 힘찬 걸음으로 여행을 계속할 수 있게 되었습니다.,draft,,
Dialogue System/Conversation/Scenario.SunnyClearing/Entry/04/Dialogue Text,"얼굴에 비치는 평화로운 햇살 덕에 기분이 상쾌해지긴 했지만, 당신이 쉬는 동안 <style=damage>강한 몬스터</style>가 당신을 덮칩니다!",draft,,
Dialogue System/Conversation/Scenario.SunnyClearing/Entry/05/Dialogue Text,계속 갈 길 가기,draft,,
Dialogue System/Conversation/Scenario.SunnyClearing/Entry/06/Dialogue Text,<style=damage>싸우기!</style>,draft,,
Dialogue System/Conversation/Scenario.Thunderstorm/Entry/01/Dialogue Text,숲이 점점 <color=#888888>어두워지고</color> <color=#666666>어두워집니다</color>. 당신은 걷던 도중 비가 퍼붓고 있는 빈터에 도착합니다.,draft,,
Dialogue System/Conversation/Scenario.Thunderstorm/Entry/05/Dialogue Text,번개를 받아들이기 <style=lightning>(???)</style>,draft,,
Dialogue System/Conversation/Scenario.Thunderstorm/Entry/06/Dialogue Text,달려서 피하기! <style=damage>(무작위 방향으로 이동)</style>,draft,,
Dialogue System/Conversation/Scenario.Thunderstorm/Entry/07/Dialogue Text,상처 하나 없이 빈터를 빠져나오자 날씨는 벌써 좋아졌습니다... 그런데 어느 쪽으로 가던 길이었더라?,draft,,
Dialogue System/Conversation/Scenario.Thunderstorm/Entry/08/Dialogue Text,"빈터의 중앙으로 걸어간 당신은 <style=lightning>벼락</style>에 맞게 됩니다! 당신은 몸을 타고 내려가는 힘에 몸을 떨지만, 그 힘은 당신을 해치지 않고 그대로 가방 속에 <style=lightning>[var=orb0]</style> 하나로 응축됩니다.",draft,,
Dialogue System/Conversation/Scenario.Thunderstorm/Entry/09/Dialogue Text,"번개 유도하기 (<style=heal>구슬 업그레이드</style>, <style=damage>[var=remove_cost] 골드 잃기</style>)",draft,,
Dialogue System/Conversation/Scenario.Thunderstorm/Entry/11/Dialogue Text,"<style=lightning>번개처럼 빠른 반사 신경</style>으로 코인을 일렬로 늘어놓아 번개를 가로막고, 그 힘을 [var=upgradedOrb]에 부여할 수 있었습니다. 안타깝게도 <style=gold>당신의 코인</style>은 <shake>산산조각</shake> 났지만, 가장 위험한 벼락을 빗겨가게 하여 빈터를 안전하게 지나갈 수 있습니다.",draft,,
